Wall Structure,Wall Insulation,Glazing,Frame,Shading Position,WWR,Balcony Depth,Floor WDR,Operational GWP,Facade GWP,sDA,Glazing area
3,2,1,2,2,4,4,4,1.23,1.89,0.7156,351.98
3,2,1,2,2,4,4,4,1.23,1.48,0.7294,351.98
2,2,1,2,2,4,4,4,1.23,2.33,0.7193,351.98
3,4,1,2,2,4,4,4,1.23,2.56,0.7156,351.98
3,2,3,2,2,4,4,4,1.14,2.04,0.6853,351.98
3,2,1,1,2,4,4,4,1.23,1.84,0.7147,351.98
3,2,1,2,2,4,4,4,1.23,1.89,0.7174,351.98
3,2,1,2,2,4,4,4,1.23,1.89,0.7138,351.98
3,2,1,2,2,4,4,4,1.23,1.89,0.7073,351.98
3,2,1,2,2,4,4,4,1.23,1.89,0.722,351.98
3,2,1,2,2,4,4,4,1.23,1.89,0.7358,351.98
3,2,1,2,2,4,4,4,1.23,1.89,0.7266,351.98
2,4,3,1,2,4,4,4,1.14,2.77,0.6752,351.98
3,1,3,3,1,4,4,4,1.2,1.31,0.8339,351.98
3,1,3,3,1,4,4,4,1.2,1.49,0.8156,351.98
1,1,3,3,1,4,4,4,1.2,2.17,0.8183,351.98
3,2,3,3,1,4,4,4,1.2,1.15,0.8211,351.98
3,1,3,3,1,4,4,4,1.2,1.31,0.8156,351.98
3,1,3,3,1,4,4,4,1.2,1.31,0.8248,351.98
3,1,3,3,2,4,4,4,1.2,1.8,0.6789,351.98
3,1,3,3,1,4,4,4,1.2,1.31,0.8367,351.98
3,1,3,3,1,4,3,4,1.2,1.31,0.8312,351.98
3,1,3,3,1,4,4,4,1.2,1.31,0.8083,351.98
3,1,3,3,1,4,4,4,1.2,1.47,0.8128,351.98
3,1,3,3,1,4,4,4,1.2,1.31,0.8229,351.98
1,2,3,3,2,4,3,4,1.2,2.99,0.6339,351.98
3,4,1,1,4,4,4,4,1.23,1.92,0.5101,351.98
3,4,1,1,4,4,4,4,1.23,2.18,0.5385,351.98
4,4,1,1,4,4,4,4,1.23,1.83,0.5202,351.98
3,4,1,1,4,4,4,4,1.23,1.92,0.5165,351.98
3,4,1,1,4,4,4,4,1.23,1.92,0.5229,351.98
3,4,1,1,4,4,4,4,1.23,1.92,0.4963,351.98
3,4,1,1,4,4,4,4,1.23,1.92,0.5229,351.98
3,4,1,1,4,4,4,4,1.23,1.92,0.5147,351.98
3,4,1,1,4,4,4,4,1.23,1.92,0.5358,351.98
3,4,1,1,4,4,4,4,1.23,1.92,0.578,351.98
3,4,1,1,4,4,4,4,1.23,1.98,0.522,351.98
3,4,1,1,4,4,4,4,1.23,1.92,0.5156,351.98
4,4,1,1,4,4,4,4,1.23,2.42,0.5844,351.98
3,2,4,1,3,4,3,4,1.07,1.48,0.5936,351.98
3,2,4,1,3,4,3,4,1.07,1.58,0.5972,351.98
3,2,4,1,3,4,3,4,1.07,1.58,0.5862,351.98
3,2,4,1,3,4,3,4,1.07,1.58,0.5743,351.98
3,2,4,4,3,4,3,4,1.13,1.62,0.5991,351.98
3,2,4,1,2,4,3,4,1.07,1.58,0.6147,351.98
3,2,4,1,3,4,4,4,1.07,1.58,0.5982,351.98
3,2,4,1,3,4,3,4,1.07,1.58,0.5624,351.98
3,2,4,1,3,4,3,4,1.07,1.73,0.5716,351.98
3,2,4,1,3,4,3,4,1.07,1.58,0.5807,351.98
3,2,4,1,3,4,3,4,1.07,1.58,0.5853,351.98
4,4,4,3,3,4,4,4,1.13,2.45,0.5312,351.98
3,4,4,3,3,4,4,4,1.13,2.39,0.555,351.98
4,1,4,3,3,4,4,4,1.13,1.81,0.5477,351.98
4,4,2,3,3,4,4,4,1.3,2.1,0.5807,351.98
4,4,4,1,3,4,4,4,1.07,2.14,0.5211,351.98
4,4,4,3,1,4,4,4,1.13,1.81,0.7266,351.98
4,4,4,3,3,4,4,4,1.13,2.3,0.5385,351.98
4,4,4,3,3,4,4,4,1.13,2.3,0.6009,351.98
4,4,4,3,3,4,4,4,1.13,2.3,0.5367,351.98
4,4,4,3,3,4,4,4,1.13,2.3,0.533,351.98
4,4,4,3,3,4,4,4,1.13,2.3,0.5468,351.98
1,4,4,3,1,4,1,4,0.99,3.73,0.7698,351.98
3,4,4,4,1,4,4,4,1.13,1.78,0.7661,351.98
1,4,4,4,1,4,4,4,1.13,3.25,0.7844,351.98
3,4,4,4,1,4,4,4,1.13,2.32,0.7835,351.98
3,4,4,4,1,4,4,4,1.13,2.32,0.7881,351.98
3,4,4,3,1,4,4,4,1.13,2.43,0.7954,351.98
3,4,4,4,1,4,4,4,1.13,2.32,0.7826,351.98
3,4,4,4,1,4,4,4,1.13,2.32,0.789,351.98
3,4,4,4,1,4,1,4,0.99,3.05,0.7512,351.98
3,4,4,4,1,4,4,4,1.13,2.32,0.7651,351.98
3,4,4,4,1,4,4,4,1.13,2.32,0.7917,351.98
3,4,4,4,1,4,4,4,1.13,2.32,0.7862,351.98
3,4,4,4,1,4,4,4,1.13,2.32,0.7734,351.98
1,3,2,2,2,4,1,4,1.07,3.07,0.5721,351.98
4,2,4,2,1,4,3,4,1.07,1.07,0.7248,351.98
1,2,4,2,1,4,3,4,1.07,1.95,0.7055,351.98
4,3,4,2,1,4,3,4,1.07,1.17,0.7239,351.98
4,2,2,2,1,4,3,4,1.2,0.87,0.7872,351.98
4,2,4,2,1,4,3,4,1.07,1.07,0.7394,351.98
4,2,4,2,2,4,3,4,1.07,1.56,0.5624,351.98
4,2,4,2,1,4,3,4,1.07,1.07,0.7404,351.98
4,2,4,2,1,4,1,4,0.91,1.35,0.6884,351.98
4,2,4,2,1,4,3,4,1.07,1.07,0.7661,351.98
4,2,4,2,1,4,3,4,1.07,1.07,0.7266,351.98
4,2,4,2,1,4,3,4,1.07,1.07,0.7128,351.98
4,2,4,2,1,4,3,4,1.07,1.07,0.722,351.98
4,1,4,2,2,4,2,4,0.99,2.12,0.5659,351.98
3,1,2,3,1,4,2,4,1.25,1.96,0.8504,351.98
1,4,1,1,1,4,1,4,1.11,3.96,0.814,351.98
2,2,3,4,4,4,3,4,1.2,1.93,0.4872,351.98
1,1,3,3,4,4,1,4,1.07,3.59,0.4547,351.98
3,4,1,2,2,4,4,4,1.23,2.03,0.722,351.98
1,2,1,2,3,4,1,4,1.11,2.82,0.6256,351.98
4,2,1,4,2,4,3,4,1.33,1.48,0.744,351.98
4,2,2,3,1,4,2,4,1.25,1.72,0.8525,351.98
4,3,2,1,1,4,1,4,1.07,1.19,0.7744,351.98
1,3,3,4,2,4,1,4,1.07,3.43,0.6047,351.98
1,4,3,2,4,4,4,4,1.14,3.29,0.4697,351.98
2,4,4,4,2,4,2,4,1.07,3.38,0.6067,351.98
2,4,4,4,2,4,2,4,1.07,3.18,0.6056,351.98
3,4,4,4,2,4,2,4,1.07,2.8,0.5983,351.98
2,1,4,4,2,4,2,4,1.07,2.73,0.613,351.98
2,4,1,4,2,4,2,4,1.28,3.11,0.704,351.98
2,4,4,4,2,4,2,4,1.07,3.38,0.6004,351.98
2,4,4,4,1,4,2,4,1.07,2.85,0.7134,351.98
2,4,4,4,2,4,4,4,1.13,2.98,0.5881,351.98
2,4,4,4,2,4,2,4,1.07,3.38,0.5795,351.98
2,4,4,4,2,4,2,4,1.07,3.77,0.5973,351.98
2,4,4,4,2,4,2,4,1.07,3.38,0.6151,351.98
2,1,2,2,3,4,2,4,1.14,2.29,0.5921,351.98
2,1,2,2,3,4,2,4,1.14,2.31,0.6213,351.98
2,1,2,2,3,4,2,4,1.14,2.29,0.6025,351.98
2,3,2,2,3,4,2,4,1.14,2.22,0.6046,351.98
2,1,3,2,3,4,2,4,1.07,2.4,0.6161,351.98
2,1,2,2,3,4,2,4,1.14,2.29,0.6151,351.98
2,1,2,2,3,4,2,4,1.14,2.29,0.6161,351.98
2,1,2,2,3,4,3,4,1.2,2.02,0.5826,351.98
2,1,2,2,3,4,2,4,1.14,2.29,0.7165,351.98
2,1,2,2,3,4,2,4,1.14,2.44,0.6151,351.98
2,1,2,2,3,4,2,4,1.14,2.29,0.6161,351.98
2,2,4,3,4,4,2,4,1.07,2.41,0.5743,351.98
2,2,4,3,4,4,2,4,1.07,2.41,0.5889,351.98
1,2,4,3,4,4,2,4,1.07,2.87,0.5732,351.98
2,1,4,3,4,4,2,4,1.07,2.62,0.59,351.98
2,2,3,3,4,4,2,4,1.14,2.3,0.6579,351.98
2,2,4,4,4,4,2,4,1.07,2.28,0.5858,351.98
2,2,4,3,3,4,2,4,1.07,2.41,0.6444,351.98
2,2,4,3,4,4,4,4,1.13,2.15,0.4872,351.98
2,2,4,3,4,4,2,4,1.07,2.41,0.4948,351.98
2,2,4,3,4,4,2,4,1.07,2.34,0.5837,351.98
2,2,4,3,4,4,2,4,1.07,2.41,0.5973,351.98
2,3,2,1,1,4,2,4,1.14,1.84,0.7929,351.98
2,3,2,1,1,4,2,4,1.14,1.62,0.8013,351.98
4,3,2,1,1,4,2,4,1.14,1.25,0.7877,351.98
2,3,2,1,1,4,2,4,1.14,1.84,0.7814,351.98
2,3,1,1,1,4,2,4,1.17,1.79,0.8316,351.98
2,3,2,2,1,4,2,4,1.14,1.89,0.7897,351.98
2,3,2,1,1,4,2,4,1.14,1.84,0.7918,351.98
2,3,2,1,1,4,3,4,1.2,1.6,0.856,351.98
2,3,2,1,1,4,2,4,1.14,1.84,0.7971,351.98
2,3,2,1,1,4,2,4,1.14,1.66,0.7918,351.98
2,3,2,1,1,4,2,4,1.14,1.84,0.7908,351.98
1,2,1,1,3,4,4,4,1.23,2.67,0.7266,351.98
1,2,1,1,3,4,4,4,1.23,2.13,0.745,351.98
1,3,1,1,3,4,4,4,1.23,2.25,0.7266,351.98
1,2,2,1,3,4,4,4,1.2,2.18,0.6835,351.98
1,2,1,3,3,4,4,4,1.33,2.29,0.744,351.98
1,2,1,1,3,4,4,4,1.23,2.13,0.7404,351.98
1,2,1,1,3,4,3,4,1.23,2.13,0.711,351.98
1,2,1,1,3,4,4,4,1.23,2.13,0.6835,351.98
1,2,1,1,3,4,4,4,1.23,2.07,0.7275,351.98
1,2,1,1,3,4,4,4,1.23,2.13,0.7523,351.98
1,2,1,1,3,4,4,4,1.23,2.13,0.733,351.98
2,4,1,3,3,4,3,4,1.33,2.83,0.6587,351.98
1,4,1,3,3,4,3,4,1.33,3.25,0.6789,351.98
2,4,1,3,3,4,3,4,1.33,2.83,0.6624,351.98
2,4,4,3,3,4,3,4,1.13,3.08,0.5459,351.98
2,4,1,2,3,4,3,4,1.23,2.71,0.6505,351.98
2,4,1,3,4,4,3,4,1.33,2.83,0.5138,351.98
2,4,1,3,3,4,3,4,1.33,2.83,0.6606,351.98
2,4,1,3,3,4,3,4,1.33,2.83,0.6761,351.98
2,4,1,3,3,4,3,4,1.33,2.83,0.6734,351.98
2,4,1,3,3,4,3,4,1.33,2.83,0.6945,351.98
2,4,1,3,3,4,3,4,1.33,2.83,0.6578,351.98
4,3,3,3,4,4,3,4,1.2,1.7,0.4587,351.98
3,3,4,3,4,4,3,4,1.13,1.82,0.4651,351.98
1,4,1,4,1,4,3,4,1.33,2.99,0.9202,351.98
3,4,1,4,1,4,3,4,1.33,1.68,0.9239,351.98
1,1,1,4,1,4,3,4,1.33,2.01,0.9202,351.98
1,4,2,4,1,4,3,4,1.3,2.65,0.8872,351.98
1,4,1,4,1,4,3,4,1.33,2.6,0.9193,351.98
1,4,1,4,4,4,3,4,1.33,3.09,0.5486,351.98
1,4,1,4,1,4,2,4,1.28,3.01,0.8808,351.98
1,4,1,4,1,4,3,4,1.33,2.6,0.867,351.98
1,4,1,4,1,4,3,4,1.33,2.6,0.9119,351.98
1,4,1,4,1,4,3,4,1.33,2.6,0.9275,351.98
1,4,1,4,1,4,3,4,1.33,2.6,0.9211,351.98
2,1,2,1,2,1,4,3,0.96,1.68,0.333,162.93
