Wall Structure,Wall Insulation,Glazing,Frame,Shading Position,WWR,Balcony Depth,Floor WDR,Operational GWP,Facade GWP,sDA,Glazing area
4,2,1,1,1,1,3,2,0.95,0.56,0.4201,148.74
2,1,2,1,2,1,4,2,0.94,1.66,0.302,148.74
1,3,3,2,4,1,4,3,0.93,2.15,0.2892,162.93
1,3,3,2,4,1,4,3,0.93,2.15,0.2792,162.93
2,3,3,2,4,1,4,3,0.93,1.68,0.2956,162.93
1,1,3,2,4,1,4,3,0.93,2.23,0.2801,162.93
1,3,2,2,4,1,4,3,0.96,2.11,0.2619,162.93
1,3,3,3,4,1,4,3,0.96,2.21,0.2819,162.93
1,3,3,2,2,1,4,3,0.93,2.15,0.365,162.93
1,3,3,2,4,1,3,3,0.93,2.15,0.2208,162.93
1,3,3,2,4,1,4,3,0.93,2.15,0.2646,162.93
1,3,3,2,4,1,4,3,0.93,2.15,0.3166,162.93
1,3,3,2,4,1,4,3,0.93,2.08,0.2819,162.93
1,3,3,2,4,1,4,3,0.93,2.15,0.2947,162.93
2,1,2,3,2,1,3,3,1.01,1.69,0.3942,162.93
4,2,3,4,3,1,3,3,0.96,1.13,0.3522,162.93
2,2,3,4,3,1,3,3,0.96,1.71,0.3549,162.93
4,1,3,4,3,1,3,3,0.96,1.31,0.3412,162.93
4,2,2,4,3,1,3,3,1.01,1.09,0.3485,162.93
4,2,3,1,3,1,3,3,0.93,1.11,0.365,162.93
4,2,3,4,4,1,3,3,0.96,1.13,0.2418,162.93
4,2,3,4,3,1,1,3,0.79,1.43,0.3248,162.93
4,2,3,4,3,1,3,3,0.96,1.13,0.3495,162.93
4,2,3,4,3,1,3,3,0.96,0.98,0.3367,162.93
4,2,3,4,3,1,3,3,0.96,1.13,0.3586,162.93
4,2,3,4,3,1,3,3,0.96,1.13,0.3805,162.93
1,2,1,4,1,1,4,3,1.02,1.94,0.4589,162.93
1,2,1,4,1,1,4,3,1.02,1.71,0.4526,162.93
3,2,1,4,1,1,4,3,1.02,0.95,0.4827,162.93
1,3,1,4,1,1,4,3,1.02,2.08,0.4334,162.93
1,2,4,4,1,1,4,3,0.93,2.05,0.3221,162.93
1,2,1,1,1,1,4,3,0.97,1.91,0.458,162.93
1,2,1,4,4,1,4,3,1.02,2.16,0.3349,162.93
1,2,1,4,1,1,4,3,1.02,1.94,0.4398,162.93
1,2,1,4,1,1,4,3,1.02,1.94,0.4343,162.93
1,2,1,4,1,1,4,3,1.02,1.75,0.4617,162.93
1,2,1,4,1,1,4,3,1.02,1.94,0.4526,162.93
4,1,1,2,4,1,3,3,0.97,1.32,0.2372,162.93
1,2,4,2,2,1,2,3,0.82,2.58,0.1783,162.93
4,2,3,3,3,1,3,3,0.96,1.25,0.3485,162.93
2,4,4,4,2,1,1,3,0.76,3.09,0.3103,162.93
2,2,2,3,4,1,3,3,1.01,1.48,0.2281,162.93
2,2,2,3,4,1,3,3,1.01,1.59,0.2199,162.93
2,2,2,3,4,1,3,3,1.01,1.48,0.2363,162.93
2,1,2,3,4,1,3,3,1.01,1.69,0.2208,162.93
2,2,4,3,4,1,3,3,0.93,1.57,0.2035,162.93
2,2,2,4,4,1,3,3,1.01,1.42,0.2254,162.93
2,2,2,3,1,1,3,3,1.01,1.25,0.4261,162.93
2,2,2,3,4,1,2,3,0.93,1.66,0.1629,162.93
2,2,2,3,4,1,3,3,1.01,1.48,0.229,162.93
2,2,2,3,4,1,3,3,1.01,1.48,0.1962,162.93
2,2,2,3,4,1,3,3,1.01,1.48,0.2281,162.93
2,2,2,3,4,1,3,3,1.01,1.48,0.2299,162.93
2,1,4,4,1,1,2,3,0.85,1.83,0.2674,162.93
2,3,4,1,1,1,3,3,0.9,1.52,0.3932,162.93
2,3,4,1,1,1,3,3,0.9,1.52,0.396,162.93
3,3,4,1,1,1,3,3,0.9,0.98,0.3841,162.93
2,3,4,1,1,1,3,3,0.9,1.52,0.3987,162.93
2,3,2,1,1,1,3,3,0.96,1.43,0.4516,162.93
2,3,4,2,1,1,3,3,0.9,1.54,0.3841,162.93
2,3,4,1,3,1,3,3,0.9,1.75,0.3157,162.93
2,3,4,1,1,1,1,3,0.72,1.96,0.3136,162.93
2,3,4,1,1,1,3,3,0.9,1.52,0.396,162.93
2,3,4,1,1,1,3,3,0.9,1.52,0.3777,162.93
2,3,4,1,1,1,3,3,0.9,1.52,0.3969,162.93
2,4,2,4,2,1,3,3,1.01,3.01,0.3513,162.93
2,4,2,4,2,1,3,3,1.01,2.38,0.3339,162.93
4,4,2,4,2,1,3,3,1.01,2.3,0.3358,162.93
2,1,2,4,2,1,3,3,1.01,2.34,0.3376,162.93
2,4,2,4,2,1,3,3,1.01,3.01,0.3294,162.93
2,4,2,4,2,1,3,3,1.01,3.01,0.3248,162.93
2,4,2,4,3,1,3,3,1.01,3.01,0.3221,162.93
2,4,2,4,2,1,2,3,0.93,3.42,0.1916,162.93
2,4,2,4,2,1,3,3,1.01,3.01,0.3522,162.93
2,4,2,4,2,1,3,3,1.01,3.01,0.3376,162.93
2,4,2,4,2,1,3,3,1.01,3.01,0.3257,162.93
2,1,4,2,3,1,3,3,0.9,1.97,0.2637,162.93
2,1,4,2,3,1,3,3,0.9,1.8,0.271,162.93
1,1,4,2,3,1,3,3,0.9,2.44,0.2655,162.93
2,3,4,2,3,1,3,3,0.9,1.9,0.2555,162.93
2,1,4,2,3,1,3,3,0.9,1.97,0.2774,162.93
2,1,4,2,3,1,3,3,0.9,1.97,0.2719,162.93
2,1,4,2,1,1,3,3,0.9,1.74,0.3276,162.93
2,1,4,2,3,1,1,3,0.72,2.52,0.2176,162.93
2,1,4,2,3,1,3,3,0.9,1.97,0.2573,162.93
2,1,4,2,3,1,3,3,0.9,1.97,0.2874,162.93
2,1,4,2,3,1,3,3,0.9,1.97,0.2673,162.93
2,1,4,2,3,1,3,3,0.9,1.97,0.2755,162.93
1,3,4,2,1,1,1,3,0.72,2.56,0.2846,162.93
3,3,2,2,3,1,4,3,0.96,1.33,0.3285,162.93
2,4,2,3,1,1,4,3,1.01,2.23,0.3768,162.93
4,4,1,3,2,1,1,3,0.86,2.41,0.4163,162.93
1,1,1,2,2,1,3,3,0.97,2.8,0.4051,162.93
4,1,3,1,3,1,1,3,0.76,2.26,0.3025,162.93
4,3,3,4,4,1,4,3,0.96,1.73,0.2792,162.93
4,3,3,4,4,1,4,3,0.96,1.73,0.302,162.93
4,1,3,4,4,1,4,3,0.96,1.78,0.2956,162.93
4,3,3,4,4,1,4,3,0.96,1.73,0.3011,162.93
4,3,3,1,4,1,4,3,0.93,1.7,0.2956,162.93
4,3,3,4,3,1,4,3,0.96,1.73,0.3403,162.93
4,3,3,4,4,1,1,3,0.79,2.21,0.2355,162.93
4,3,3,4,4,1,4,3,0.96,1.73,0.2956,162.93
4,3,3,4,4,1,4,3,0.96,1.73,0.2993,162.93
4,3,3,4,4,1,4,3,0.96,1.73,0.292,162.93
4,3,3,4,4,1,4,3,0.96,1.73,0.292,162.93
4,3,3,4,4,1,4,3,0.96,1.73,0.2892,162.93
4,2,1,4,4,1,1,3,0.86,1.18,0.3203,162.93
3,1,3,2,4,1,3,3,0.93,1.25,0.2646,162.93
4,1,3,2,4,1,3,3,0.93,1.16,0.2436,162.93
3,2,3,2,4,1,3,3,0.93,1.03,0.2546,162.93
3,1,1,2,4,1,3,3,0.97,1.16,0.2892,162.93
3,1,3,4,4,1,3,3,0.96,1.22,0.2655,162.93
3,1,3,2,4,1,3,3,0.93,1.23,0.2692,162.93
3,1,3,2,4,1,1,3,0.76,1.55,0.3147,162.93
3,1,3,2,4,1,3,3,0.93,1.23,0.2646,162.93
3,1,3,2,4,1,3,3,0.93,1.23,0.2336,162.93
3,1,3,2,4,1,3,3,0.93,1.23,0.2682,162.93
3,1,3,2,4,1,3,3,0.93,1.23,0.2609,162.93
3,1,3,2,4,1,3,3,0.93,1.23,0.2518,162.93
3,4,4,3,4,1,4,3,0.93,2.56,0.2655,162.93
1,2,2,1,1,1,3,3,0.96,1.71,0.4489,162.93
4,3,3,2,1,1,1,3,0.76,1.01,0.2924,162.93
2,3,1,4,2,1,4,3,1.02,1.63,0.3978,162.93
2,3,3,2,4,1,4,3,0.93,2.32,0.2856,162.93
4,1,3,1,2,1,3,3,0.93,1.37,0.3777,162.93
2,1,3,1,2,1,3,3,0.93,1.77,0.3613,162.93
4,3,3,1,2,1,3,3,0.93,1.1,0.3641,162.93
4,1,3,1,2,1,3,3,0.93,1.16,0.3622,162.93
4,1,3,2,2,1,3,3,0.93,1.18,0.3668,162.93
4,1,3,1,4,1,3,3,0.93,1.16,0.2372,162.93
4,1,3,1,2,1,4,3,0.93,1.16,0.3759,162.93
4,1,3,1,2,1,3,3,0.93,1.16,0.3677,162.93
4,1,3,1,2,1,3,3,0.93,1.16,0.365,162.93
4,1,3,1,2,1,3,3,0.93,1.35,0.3613,162.93
4,1,3,1,2,1,3,3,0.93,1.16,0.3577,162.93
4,1,3,1,2,1,3,3,0.93,1.16,0.3586,162.93
2,2,1,4,1,1,4,3,1.02,1.41,0.4069,162.93
1,3,1,3,4,1,4,3,1.02,2.18,0.3504,162.93
2,1,3,1,2,1,4,3,0.93,1.73,0.4215,162.93
2,1,1,1,4,1,3,3,0.97,1.66,0.2436,162.93
2,4,1,3,3,1,4,3,1.02,2.62,0.4252,162.93
3,3,3,3,2,1,4,3,0.96,1.43,0.4352,162.93
2,3,3,3,2,1,4,3,0.96,1.74,0.4498,162.93
3,4,3,3,2,1,4,3,0.96,1.88,0.4151,162.93
3,3,1,3,2,1,4,3,1.02,1.13,0.4863,162.93
3,3,3,3,2,1,4,3,0.96,1.2,0.4307,162.93
3,3,3,3,3,1,4,3,0.96,1.2,0.4124,162.93
3,3,3,3,2,1,4,3,0.96,1.2,0.4224,162.93
3,3,3,3,2,1,4,3,0.96,1.2,0.4325,162.93
3,3,3,3,2,1,4,3,0.96,1.2,0.4097,162.93
3,3,3,3,2,1,4,3,0.96,1.2,0.4443,162.93
3,3,3,3,2,1,4,3,0.96,1.2,0.4279,162.93
3,3,3,3,2,1,4,3,0.96,1.2,0.4416,162.93
3,1,1,3,1,1,1,3,0.86,1.54,0.3605,162.93
3,1,1,3,1,1,1,3,0.86,1.47,0.3382,162.93
2,1,1,3,1,1,1,3,0.86,2.25,0.327,162.93
3,2,1,3,1,1,1,3,0.86,1.29,0.3281,162.93
3,1,4,3,1,1,1,3,0.76,1.68,0.2567,162.93
3,1,1,3,1,1,1,3,0.86,1.54,0.3237,162.93
3,1,1,3,4,1,1,3,0.86,1.81,0.2679,162.93
3,1,1,3,1,1,1,3,0.86,1.54,0.3404,162.93
3,1,1,3,1,1,1,3,0.86,1.54,0.3717,162.93
3,1,1,3,1,1,1,3,0.86,1.54,0.3605,162.93
3,1,1,3,1,1,1,3,0.86,1.54,0.3571,162.93
3,1,1,3,1,1,1,3,0.86,1.54,0.3404,162.93
2,2,4,3,4,1,1,3,0.76,2.3,0.2009,162.93
3,4,3,1,4,1,1,3,0.76,2.32,0.2556,162.93
3,4,3,1,4,1,1,3,0.76,2.54,0.2567,162.93
3,4,3,1,4,1,1,3,0.76,2.32,0.2478,162.93
3,4,3,1,4,1,1,3,0.76,2.32,0.2667,162.93
3,4,2,1,4,1,1,3,0.79,2.26,0.2467,162.93
3,4,3,1,4,1,1,3,0.76,2.32,0.25,162.93
3,4,3,1,2,1,1,3,0.76,2.32,0.3025,162.93
3,4,3,1,4,1,2,3,0.85,2.04,0.1691,162.93
3,4,3,1,4,1,1,3,0.76,2.32,0.2801,162.93
3,4,3,1,4,1,1,3,0.76,2.32,0.2656,162.93
3,4,3,1,4,1,1,3,0.76,2.32,0.25,162.93
3,3,1,4,3,1,1,3,0.86,1.38,0.3426,162.93
3,3,1,4,3,1,1,3,0.86,1.69,0.3504,162.93
4,3,1,4,3,1,1,3,0.86,1.3,0.3571,162.93
3,2,1,4,3,1,1,3,0.86,1.21,0.3538,162.93
3,3,2,4,3,1,1,3,0.85,1.41,0.2913,162.93
3,3,1,3,3,1,1,3,0.86,1.45,0.3449,162.93
3,3,1,4,2,1,1,3,0.86,1.38,0.3594,162.93
3,3,1,4,3,1,1,3,0.86,1.38,0.3382,162.93
3,3,1,4,3,1,1,3,0.86,1.38,0.308,162.93
3,3,1,4,3,1,1,3,0.86,1.58,0.3449,162.93
3,3,1,4,3,1,1,3,0.86,1.38,0.3493,162.93
3,2,3,2,2,1,1,3,0.76,1.6,0.3705,162.93
3,2,3,2,2,1,1,3,0.76,1.6,0.3705,162.93
1,2,3,2,2,1,1,3,0.76,2.91,0.3672,162.93
3,4,3,2,2,1,1,3,0.76,2.65,0.3605,162.93
3,2,4,2,2,1,1,3,0.72,1.66,0.2723,162.93
3,2,3,1,2,1,1,3,0.76,1.58,0.365,162.93
3,2,3,2,4,1,1,3,0.76,1.6,0.298,162.93
3,2,3,2,2,1,2,3,0.85,1.42,0.2439,162.93
3,2,3,2,2,1,1,3,0.76,1.6,0.3426,162.93
3,2,3,2,2,1,1,3,0.76,1.6,0.3638,162.93
3,2,3,2,2,1,1,3,0.76,2.12,0.3594,162.93
3,2,3,2,2,1,1,3,0.76,1.6,0.3527,162.93
1,4,4,1,4,1,2,3,0.82,4.07,0.1373,162.93
2,4,1,2,2,1,2,3,0.9,2.67,0.2408,162.93
2,3,2,4,4,1,3,3,1.01,1.63,0.2217,162.93
2,3,2,4,4,1,3,3,1.01,1.8,0.219,162.93
2,4,2,4,4,1,3,3,1.01,2.55,0.219,162.93
2,3,1,4,4,1,3,3,1.02,1.78,0.25,162.93
2,3,2,2,4,1,3,3,0.96,1.81,0.2208,162.93
2,3,2,4,2,1,3,3,1.01,1.8,0.3257,162.93
2,3,2,4,4,1,3,3,1.01,1.8,0.219,162.93
2,3,2,4,4,1,2,3,0.93,2.04,0.1465,162.93
2,3,2,4,4,1,3,3,1.01,1.8,0.2363,162.93
2,3,2,4,4,1,3,3,1.01,1.8,0.2235,162.93
2,3,2,4,4,1,3,3,1.01,1.8,0.2016,162.93
2,3,2,4,4,1,3,3,1.01,1.8,0.2126,162.93
2,3,3,3,1,1,2,3,0.88,1.91,0.3391,162.93
1,1,2,2,4,1,4,3,0.96,2.35,0.3148,162.93
2,1,2,2,4,1,4,3,0.96,2.35,0.3066,162.93
1,3,2,2,4,1,4,3,0.96,2.75,0.2956,162.93
1,1,3,2,4,1,4,3,0.93,2.87,0.3011,162.93
1,1,2,3,4,1,4,3,1.01,2.87,0.2865,162.93
1,1,2,2,1,1,4,3,0.96,2.59,0.4133,162.93
1,1,2,2,4,1,4,3,0.96,2.82,0.3111,162.93
1,1,2,2,4,1,2,3,0.88,3.21,0.1639,162.93
1,1,2,2,4,1,4,3,0.96,2.82,0.3029,162.93
1,1,2,2,4,1,4,3,0.96,2.82,0.3084,162.93
1,1,2,2,4,1,4,3,0.96,2.82,0.2892,162.93
1,1,2,2,4,1,4,3,0.96,2.82,0.2993,162.93
2,1,2,1,2,1,4,3,0.96,1.68,0.3476,162.93
4,1,2,1,2,1,4,3,0.96,1.07,0.3531,162.93
2,2,2,1,2,1,4,3,0.96,1.47,0.3403,162.93
2,1,1,1,2,1,4,3,0.97,1.66,0.406,162.93
2,1,2,1,2,1,4,3,0.96,1.68,0.354,162.93
2,1,2,1,1,1,4,3,0.96,1.45,0.3777,162.93
2,1,2,1,2,1,3,3,0.96,1.68,0.3303,162.93
2,1,2,1,2,1,4,3,0.96,1.68,0.3704,162.93
2,1,2,1,2,1,4,3,0.96,1.61,0.3622,162.93
2,1,2,1,2,1,4,3,0.96,1.68,0.3422,162.93
1,4,1,2,1,1,4,4,0.99,3.28,0.5826,175.99
2,4,1,2,1,1,4,4,0.99,2.31,0.5514,175.99
1,4,1,2,1,1,4,4,0.99,2.81,0.567,175.99
1,4,4,2,1,1,4,4,0.91,2.94,0.4211,175.99
1,4,1,3,1,1,4,4,1.04,2.87,0.567,175.99
1,4,1,2,1,1,4,4,0.99,2.81,0.5771,175.99
1,4,1,2,1,1,1,4,0.82,3.74,0.5442,175.99
1,4,1,2,1,1,4,4,0.99,2.81,0.6385,175.99
1,4,1,2,1,1,4,4,0.99,2.66,0.556,175.99
1,4,1,2,1,1,4,4,0.99,2.81,0.5853,175.99
1,4,1,2,1,1,4,4,0.99,2.81,0.5651,175.99
1,2,1,4,1,1,4,4,1.04,1.95,0.5697,175.99
3,3,4,1,4,1,4,4,0.91,1.14,0.2716,175.99
2,2,1,2,3,1,1,4,0.82,2.81,0.3337,175.99
2,2,4,2,2,1,3,4,0.91,1.63,0.3193,175.99
4,4,3,4,1,1,3,4,0.98,1.53,0.5018,175.99
4,4,2,4,4,1,1,4,0.86,2.5,0.2977,175.99
2,3,3,4,2,1,1,4,0.8,2.45,0.35,175.99
3,4,2,4,4,1,4,4,1.03,1.81,0.4046,175.99
2,4,1,1,1,1,1,4,0.82,2.81,0.4837,175.99
4,2,2,2,4,1,3,4,0.98,1.18,0.2954,175.99
2,1,3,3,4,1,1,4,0.8,2.69,0.2709,175.99
1,4,4,4,2,1,4,4,0.94,3.23,0.3679,175.99
4,3,1,1,2,1,3,4,0.99,1.02,0.5615,175.99
3,2,2,2,4,1,2,4,0.9,1.05,0.3462,175.99
2,3,4,1,1,1,3,4,0.91,1.54,0.5,175.99
3,3,2,2,3,1,1,4,0.8,1.51,0.3221,175.99
2,4,2,4,2,1,3,4,1.03,3.04,0.4083,175.99
4,1,2,4,3,1,2,4,0.95,1.27,0.4341,175.99
1,1,1,2,2,1,3,4,0.99,2.36,0.4945,175.99
4,1,1,2,2,1,3,4,0.99,1.75,0.4716,175.99
1,4,1,2,2,1,3,4,0.99,3.52,0.4927,175.99
1,1,1,2,2,1,3,4,0.99,2.83,0.5275,175.99
1,1,1,3,2,1,3,4,1.04,2.89,0.5174,175.99
1,1,1,2,2,1,3,4,0.99,2.83,0.4982,175.99
1,1,1,2,2,1,1,4,0.82,3.72,0.3744,175.99
1,1,1,2,2,1,3,4,0.99,2.83,0.5248,175.99
1,1,1,2,2,1,3,4,0.99,2.83,0.4945,175.99
1,1,1,2,2,1,3,4,0.99,2.83,0.5037,175.99
1,1,1,2,2,1,3,4,0.99,2.83,0.4982,175.99
3,2,4,4,2,1,4,4,0.94,1.1,0.3523,175.99
3,2,4,1,3,1,3,4,0.91,1.12,0.3376,175.99
3,1,2,1,1,1,4,4,0.98,1.1,0.5101,175.99
4,4,4,3,3,1,4,4,0.94,1.87,0.3202,175.99
2,3,1,4,2,1,4,4,1.04,1.57,0.4633,175.99
4,3,1,4,2,1,4,4,1.04,1.06,0.4752,175.99
2,3,1,4,2,1,4,4,1.04,1.66,0.4697,175.99
2,3,3,4,2,1,4,4,0.98,1.73,0.389,175.99
2,3,1,2,2,1,4,4,0.99,1.66,0.455,175.99
2,3,1,4,1,1,4,4,1.04,1.41,0.5404,175.99
2,3,1,4,2,1,1,4,0.88,2.16,0.314,175.99
2,3,1,4,2,1,4,4,1.04,1.66,0.4532,175.99
2,3,1,4,2,1,4,4,1.04,1.66,0.4404,175.99
2,3,1,4,2,1,4,4,1.04,1.66,0.4422,175.99
2,3,1,4,2,1,4,4,1.04,1.66,0.4817,175.99
1,3,1,3,4,1,4,4,1.04,2.19,0.4193,175.99
2,3,1,3,4,1,4,4,1.04,1.74,0.4119,175.99
1,2,1,3,4,1,4,4,1.04,2.07,0.3972,175.99
1,3,1,3,4,1,4,4,1.04,2.21,0.4174,175.99
1,3,1,4,4,1,4,4,1.04,2.16,0.4248,175.99
1,3,1,3,1,1,4,4,1.04,1.97,0.5927,175.99
1,3,1,3,4,1,4,4,1.04,2.21,0.4083,175.99
1,3,1,3,4,1,4,4,1.04,2.21,0.3881,175.99
1,3,1,3,4,1,4,4,1.04,2.4,0.4202,175.99
1,3,1,3,4,1,4,4,1.04,2.21,0.4367,175.99
1,3,1,3,4,1,4,4,1.04,2.21,0.4431,175.99
2,1,1,1,4,1,3,4,0.99,1.69,0.3532,175.99
2,1,1,1,4,1,3,4,0.99,1.69,0.3495,175.99
2,1,1,1,4,1,3,4,0.99,1.69,0.355,175.99
2,1,3,1,4,1,3,4,0.95,1.76,0.3028,175.99
2,1,1,1,4,1,3,4,0.99,1.69,0.3413,175.99
2,1,1,1,2,1,3,4,0.99,1.69,0.467,175.99
2,1,1,1,4,1,4,4,0.99,1.69,0.3826,175.99
2,1,1,1,4,1,3,4,0.99,1.69,0.4202,175.99
2,1,1,1,4,1,3,4,0.99,1.69,0.344,175.99
2,1,1,1,4,1,3,4,0.99,1.69,0.3477,175.99
2,1,1,1,4,1,3,4,0.99,1.69,0.3404,175.99
1,4,1,1,1,1,1,4,0.82,4.32,0.543,175.99
1,4,1,1,1,1,1,4,0.82,3.48,0.5407,175.99
2,4,1,1,1,1,1,4,0.82,3.65,0.5453,175.99
1,2,1,1,1,1,1,4,0.82,3.11,0.5349,175.99
1,4,3,1,1,1,1,4,0.76,4.41,0.486,175.99
1,4,1,4,1,1,1,4,0.88,4.35,0.543,175.99
1,4,1,1,4,1,1,4,0.82,4.62,0.2826,175.99
1,4,1,1,1,1,3,4,0.99,3.25,0.5761,175.99
1,4,1,1,1,1,1,4,0.82,4.32,0.5384,175.99
1,4,1,1,1,1,1,4,0.82,4.32,0.5314,175.99
1,4,1,1,1,1,1,4,0.82,4.32,0.5686,175.99
1,1,3,3,4,1,1,4,0.8,3.25,0.2605,175.99
1,1,3,3,4,1,1,4,0.8,3.02,0.2686,175.99
3,1,3,3,4,1,1,4,0.8,1.89,0.2721,175.99
1,4,3,3,4,1,1,4,0.8,4.19,0.2756,175.99
1,1,1,3,4,1,1,4,0.88,3.16,0.2988,175.99
1,1,3,2,4,1,1,4,0.76,3.18,0.257,175.99
1,1,3,3,2,1,1,4,0.8,3.25,0.2802,175.99
1,1,3,3,4,1,4,4,0.98,2.49,0.3404,175.99
1,1,3,3,4,1,1,4,0.8,3.25,0.2907,175.99
1,1,3,3,4,1,1,4,0.8,3.25,0.2593,175.99
1,1,3,3,4,1,1,4,0.8,3.25,0.2233,175.99
1,2,1,2,3,1,1,4,0.82,2.57,0.3919,175.99
1,2,1,2,3,1,1,4,0.82,2.88,0.3767,175.99
4,2,1,2,3,1,1,4,0.82,1.18,0.3721,175.99
1,2,1,2,3,1,1,4,0.82,2.57,0.3977,175.99
1,2,1,2,3,1,1,4,0.82,2.57,0.3698,175.99
1,2,1,4,3,1,1,4,0.88,2.57,0.3895,175.99
1,2,1,2,2,1,1,4,0.82,2.57,0.4047,175.99
1,2,1,2,3,1,3,4,0.99,1.97,0.5101,175.99
1,2,1,2,3,1,1,4,0.82,2.57,0.3756,175.99
1,2,1,2,3,1,1,4,0.82,2.57,0.3895,175.99
1,2,1,2,3,1,1,4,0.82,2.57,0.3884,175.99
1,3,3,4,2,1,1,4,0.8,3.16,0.3279,175.99
1,3,3,4,2,1,1,4,0.8,3.16,0.3116,175.99
1,3,3,4,2,1,1,4,0.8,3.16,0.3163,175.99
1,4,3,4,2,1,1,4,0.8,4.18,0.3186,175.99
1,3,3,4,2,1,1,4,0.8,3.16,0.3337,175.99
1,3,3,2,2,1,1,4,0.76,3.16,0.3291,175.99
1,3,3,4,4,1,1,4,0.8,3.16,0.2779,175.99
1,3,3,4,2,1,4,4,0.98,2.42,0.4459,175.99
1,3,3,4,2,1,1,4,0.8,3.16,0.2756,175.99
1,3,3,4,2,1,1,4,0.8,3.16,0.3186,175.99
1,3,3,4,2,1,1,4,0.8,3.16,0.3058,175.99
2,4,4,4,2,1,2,4,0.86,3.13,0.3525,175.99
3,1,1,4,1,1,4,4,1.04,1.15,0.5431,175.99
2,1,2,2,3,1,2,4,0.9,1.99,0.3692,175.99
2,3,3,2,3,1,3,4,0.95,1.95,0.4587,175.99
3,4,3,1,4,1,1,4,0.76,2.39,0.2744,175.99
3,4,2,1,2,1,2,4,0.9,2.23,0.4247,175.99
2,2,4,3,4,1,2,4,0.86,1.9,0.3316,175.99
1,1,3,4,3,1,4,4,0.98,2.19,0.4119,175.99
3,3,1,4,3,1,1,4,0.88,1.44,0.3372,175.99
4,2,2,3,2,1,1,4,0.86,2.14,0.257,175.99
2,3,2,1,1,1,2,4,0.9,1.86,0.5157,175.99
4,3,1,2,1,1,3,4,0.99,0.73,0.6156,175.99
2,1,3,4,3,1,2,4,0.9,2.29,0.454,175.99
3,1,4,2,2,1,4,4,0.91,1.52,0.4147,175.99
2,1,4,2,2,1,4,4,0.91,2.01,0.4138,175.99
3,1,4,2,2,1,4,4,0.91,1.47,0.3936,175.99
3,1,3,2,2,1,4,4,0.95,1.42,0.4872,175.99
3,1,4,4,2,1,4,4,0.94,1.47,0.3789,175.99
3,1,4,2,3,1,4,4,0.91,1.47,0.3789,175.99
3,1,4,2,2,1,4,4,0.91,1.47,0.3927,175.99
3,1,4,2,2,1,2,4,0.82,1.66,0.3912,175.99
3,1,4,2,2,1,4,4,0.91,1.47,0.3972,175.99
3,1,4,2,2,1,4,4,0.91,1.47,0.411,175.99
3,1,4,2,2,1,4,4,0.91,1.47,0.4046,175.99
3,1,4,2,2,1,4,4,0.91,1.47,0.4,175.99
2,2,1,1,4,1,2,4,0.91,2.42,0.3964,175.99
4,3,4,4,2,1,3,4,0.94,1.81,0.3716,175.99
2,3,4,4,2,1,3,4,0.94,2.41,0.3587,175.99
4,2,4,4,2,1,3,4,0.94,1.7,0.3569,175.99
4,3,1,4,2,1,3,4,1.04,1.69,0.4972,175.99
4,3,4,1,2,1,3,4,0.91,1.79,0.3587,175.99
4,3,4,4,4,1,3,4,0.94,1.81,0.2761,175.99
4,3,4,4,2,1,3,4,0.94,1.81,0.3697,175.99
4,3,4,4,2,1,2,4,0.86,2.06,0.3515,175.99
4,3,4,4,2,1,3,4,0.94,1.81,0.3477,175.99
4,3,4,4,2,1,3,4,0.94,1.81,0.3817,175.99
4,3,4,4,2,1,3,4,0.94,1.81,0.3495,175.99
4,3,4,4,2,1,3,4,0.94,1.81,0.3459,175.99
3,3,4,3,4,1,3,4,0.94,1.52,0.2991,175.99
4,3,4,3,4,1,3,4,0.94,1.23,0.3,175.99
3,3,4,3,4,1,3,4,0.94,1.29,0.2954,175.99
3,3,3,3,4,1,3,4,0.98,1.24,0.3624,175.99
3,3,4,3,4,1,3,4,0.94,1.29,0.3037,175.99
3,3,4,3,4,1,3,4,0.94,1.29,0.3009,175.99
3,3,4,3,4,1,3,4,0.94,1.29,0.2817,175.99
3,3,4,3,4,1,3,4,0.94,1.29,0.2541,175.99
3,3,4,3,4,1,3,4,0.94,1.22,0.3,175.99
3,3,4,3,4,1,3,4,0.94,1.29,0.3028,175.99
3,3,4,3,4,1,3,4,0.94,1.29,0.2651,175.99
3,1,1,4,2,2,2,1,0.99,1.54,0.4196,177.38
4,3,4,1,4,2,1,1,0.77,1.68,0.2149,177.38
3,3,4,1,4,2,1,1,0.77,1.75,0.2202,177.38
4,1,4,1,4,2,1,1,0.77,1.75,0.2117,177.38
4,3,1,1,4,2,1,1,0.86,1.53,0.3489,177.38
4,3,4,4,4,2,1,1,0.81,1.7,0.217,177.38
4,3,4,1,2,2,1,1,0.77,1.68,0.2681,177.38
4,3,4,1,4,2,2,1,0.84,1.51,0.254,177.38
4,3,4,1,4,2,1,1,0.77,1.68,0.2277,177.38
4,3,4,1,4,2,1,1,0.77,1.68,0.2585,177.38
4,3,4,1,4,2,1,1,0.77,1.68,0.2309,177.38
4,3,4,1,4,2,1,1,0.77,1.68,0.2117,177.38
4,3,4,1,4,2,1,1,0.77,1.68,0.234,177.38
3,4,3,2,3,2,2,1,0.88,2.07,0.3988,177.38
1,1,2,3,2,2,2,1,0.97,2.77,0.3988,177.38
4,2,4,1,3,2,2,1,0.84,1.12,0.3264,177.38
